Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,Temperature (°C),Humidity (%),Relative Wind Direction (°),Precipitation (mm),Snow (mm),Wind Speed (m/s),COCO,Team,Weather Classified
"Tuesday, Aug 8",ARI,Home,LAD,L,4.0,5.0,9.0,57-57,3.0,10.0,Urías,Pfaadt,Phillips,2.9833333333333334,N,29861.0,0.99,-7,,41.1,22.0,250.25083210000005,0.0,,14.8,0.074074074074074,ARI,3
"Wednesday, Aug 9",ARI,Home,LAD,L,0.0,2.0,9.0,57-58,3.0,11.0,Ferguson,Nelson,Phillips,2.65,N,27485.0,0.85,-8,,41.1,21.0,270.2508321,0.0,,25.9,0.074074074074074,ARI,3
"Friday, Aug 11",ARI,Home,SDP,L,5.0,10.0,9.0,57-59,3.0,12.5,Snell,Nelson,,3.1,N,26210.0,0.72,-9,,40.0,20.0,320.2508321,0.0,,16.6,0.074074074074074,ARI,3
"Saturday, Aug 12",ARI,Home,SDP,W,3.0,0.0,9.0,58-59,3.0,12.5,Gallen,Hill,Sewald,2.3833333333333333,N,41351.0,0.62,1,,38.9,24.0,160.25083210000005,0.0,,13.0,0.074074074074074,ARI,3
"Sunday, Aug 13",ARI,Home,SDP,W,5.0,4.0,9.0,59-59,3.0,12.5,Nelson,Suarez,Sewald,2.8,D,29277.0,0.68,2,,39.4,17.0,320.2508321,0.0,,11.2,0.1111111111111111,ARI,3
"Monday, Aug 14",ARI,@,COL,L,4.0,6.0,9.0,59-60,3.0,13.0,Koch,Mantiply,Lawrence,2.3166666666666664,N,24157.0,0.69,-1,,18.7,53.0,52.037509228,0.0,,24.1,0.2592592592592592,ARI,1
"Tuesday, Aug 15",ARI,@,COL,W,8.0,5.0,9.0,60-60,3.0,13.0,Ginkel,Lawrence,Sewald,2.783333333333333,N,23644.0,0.61,1,,23.3,30.0,89.037509228,0.0,,16.7,0.074074074074074,ARI,2
"Wednesday, Aug 16",ARI,@,COL,W,9.0,7.0,9.0,61-60,3.0,13.0,Nelson,Kinley,Sewald,3.2666666666666666,D,22824.0,0.77,2,,27.9,18.0,143.037509228,0.0,,11.1,0.074074074074074,ARI,3
"Thursday, Aug 17",ARI,@,SDP,W,3.0,1.0,9.0,62-60,3.0,13.0,Gallen,Hill,Martinez,2.35,N,38020.0,0.89,3,,21.1,87.0,300.2625247,0.0,,13.0,0.074074074074074,ARI,2
"Friday, Aug 18",ARI,@,SDP,L,0.0,4.0,9.0,62-61,3.0,13.0,Suarez,Castro,,2.4833333333333334,N,40945.0,0.97,-1,,19.4,87.0,300.2625247,0.0,,11.2,0.074074074074074,ARI,1
"Monday, Aug 21",ARI,Home,TEX,W-wo,4.0,3.0,11.0,65-61,3.0,12.5,Ginkel,Smith,,2.8833333333333333,N,21829.0,1.04,3,,31.7,45.0,200.25083210000005,0.0,,35.3,0.1111111111111111,ARI,3
"Tuesday, Aug 22",ARI,Home,TEX,W,6.0,3.0,9.0,66-61,2.0,11.5,Gallen,Gray,Sewald,2.833333333333333,N,19003.0,1.09,4,,31.1,42.0,200.25083210000005,0.0,,14.8,0.1111111111111111,ARI,3
"Thursday, Aug 24",ARI,Home,CIN,W,3.0,2.0,9.0,67-61,2.0,12.0,Castro,Young,Sewald,2.7666666666666666,N,18827.0,1.34,5,,36.7,23.0,110.25083210000004,0.0,,16.6,0.1481481481481481,ARI,3
"Friday, Aug 25",ARI,Home,CIN,W,10.0,8.0,9.0,68-61,2.0,12.0,Pfaadt,Greene,Ginkel,3.1,N,29500.0,1.36,6,,38.3,23.0,300.2508321,0.0,,11.2,0.074074074074074,ARI,3
"Saturday, Aug 26",ARI,Home,CIN,L,7.0,8.0,11.0,68-62,2.0,12.0,Díaz,Crismatt,Sims,3.583333333333333,N,34028.0,1.43,-1,,41.1,17.0,260.2508321,0.0,,16.6,0.074074074074074,ARI,3
"Sunday, Aug 27",ARI,Home,CIN,W,5.0,2.0,9.0,69-62,2.0,12.0,McGough,Gibaut,Thompson,2.6,D,26574.0,1.43,1,,41.1,18.0,100.25083210000004,0.0,,11.2,0.074074074074074,ARI,3
"Monday, Aug 28",ARI,@,LAD,L,4.0,7.0,9.0,69-63,2.0,13.0,Miller,Gallen,Ferguson,2.4,N,36521.0,1.13,-1,,23.9,60.0,333.5154598,0.0,,0.0,0.037037037037037,ARI,2
"Tuesday, Aug 29",ARI,@,LAD,L,1.0,9.0,9.0,69-64,3.0,14.0,Kershaw,Kelly,,2.5,N,42323.0,1.13,-2,,25.0,56.0,333.5154598,0.0,,0.0,0.037037037037037,ARI,3
"Wednesday, Aug 30",ARI,@,LAD,L,0.0,7.0,9.0,69-65,3.0,15.0,Pepiot,Pfaadt,Yarbrough,2.7,N,50953.0,1.09,-3,,26.1,52.0,333.5154598,0.0,,0.0,0.037037037037037,ARI,3
"Friday, Sep 1",ARI,Home,BAL,W,4.0,2.0,9.0,70-65,2.0,13.5,Davies,Irvin,Sewald,2.6666666666666665,N,18248.0,1.05,1,,40.6,22.0,280.2508321,0.0,,22.3,0.1111111111111111,ARI,3
"Saturday, Sep 2",ARI,Home,BAL,L,3.0,7.0,9.0,70-66,2.0,13.5,Bradish,Cecconi,,2.8166666666666664,N,34118.0,1.14,-1,,30.6,45.0,80.25083210000003,0.0,,5.4,0.1111111111111111,ARI,3
"Sunday, Sep 3",ARI,Home,BAL,L,5.0,8.0,9.0,70-67,2.0,14.5,Coulombe,Gallen,,3.1,D,24284.0,1.08,-2,,30.6,48.0,310.2508321,0.0,,13.0,0.074074074074074,ARI,3
"Monday, Sep 4",ARI,Home,COL,W,4.0,2.0,9.0,71-67,2.0,14.0,Kelly,Lambert,Sewald,2.3,D,18097.0,1.0,1,,36.1,30.0,270.2508321,0.0,,20.5,0.074074074074074,ARI,3
"Tuesday, Sep 5",ARI,Home,COL,L,2.0,3.0,9.0,71-68,2.0,14.0,Freeland,Pfaadt,Kinley,2.6333333333333333,N,12994.0,1.03,-1,,35.6,19.0,270.2508321,0.0,,20.5,0.037037037037037,ARI,3
"Wednesday, Sep 6",ARI,Home,COL,W,12.0,5.0,9.0,72-68,2.0,13.0,Jarvis,Flexen,,3.0166666666666666,D,11044.0,0.87,1,,36.1,15.0,300.2508321,0.0,,13.0,0.037037037037037,ARI,3
"Thursday, Sep 7",ARI,@,CHC,W,6.0,2.0,9.0,73-68,2.0,13.0,Nelson,Assad,Sewald,2.5666666666666664,N,28814.0,1.26,2,,20.6,90.0,222.38427116,0.5,,14.8,0.6296296296296297,ARI,2
"Friday, Sep 8",ARI,@,CHC,W,1.0,0.0,9.0,74-68,2.0,13.0,Gallen,Cuas,,2.2666666666666666,D,31846.0,1.5,3,,19.4,71.0,322.38427116,0.0,,13.0,0.1111111111111111,ARI,1
"Saturday, Sep 9",ARI,@,CHC,W,3.0,2.0,10.0,75-68,2.0,12.0,Ginkel,Palencia,Sewald,3.2,D,40391.0,1.64,4,,17.8,73.0,332.38427116,0.0,,14.8,0.037037037037037,ARI,1
"Sunday, Sep 10",ARI,@,CHC,L,2.0,5.0,9.0,75-69,2.0,13.0,Hendricks,Mantiply,Merryweather,2.283333333333333,D,35431.0,1.73,-1,,18.3,61.0,342.38427116,0.0,,5.4,0.037037037037037,ARI,1
"Monday, Sep 11",ARI,@,NYM,W,4.0,3.0,9.0,76-69,2.0,12.0,Ginkel,Smith,Sewald,2.833333333333333,N,25230.0,1.4,1,,23.3,91.0,26.00885818,0.0,,9.4,0.1111111111111111,ARI,2
"Tuesday, Sep 12",ARI,@,NYM,L,4.0,7.0,9.0,76-70,2.0,13.0,Buttó,Nelson,Ottavino,2.8833333333333333,N,33506.0,1.45,-1,,22.0,94.0,266.00885818,0.0,,7.6,0.037037037037037,ARI,2
"Wednesday, Sep 13",ARI,@,NYM,L,1.0,7.0,9.0,76-71,2.0,13.0,Lucchesi,Gallen,,2.75,N,22026.0,1.49,-2,,23.3,85.0,346.00885818,0.0,,0.0,0.074074074074074,ARI,2
"Thursday, Sep 14",ARI,@,NYM,L,1.0,11.0,9.0,76-72,2.0,13.5,Senga,Kelly,,2.6333333333333333,D,22879.0,1.46,-3,,23.9,69.0,346.00885818,0.0,,0.0,0.074074074074074,ARI,2
"Friday, Sep 15",ARI,Home,CHC,W,6.0,4.0,9.0,77-72,2.0,13.5,Pfaadt,Steele,,2.2333333333333334,N,32864.0,1.74,1,,35.6,14.0,340.2508321,0.0,,9.4,0.074074074074074,ARI,3
"Saturday, Sep 16",ARI,Home,CHC,W-wo,7.0,6.0,13.0,78-72,2.0,13.5,Mantiply,Wesneski,,4.4,N,35193.0,2.04,2,,34.4,15.0,0.2508321000000251,0.0,,0.0,0.074074074074074,ARI,3
"Sunday, Sep 17",ARI,Home,CHC,W,6.0,2.0,9.0,79-72,2.0,13.5,Frías,Wicks,,3.15,D,26307.0,2.27,3,,37.2,10.0,0.2508321000000251,0.0,,0.0,0.074074074074074,ARI,3
"Tuesday, Sep 19",ARI,Home,SFG,W,8.0,4.0,9.0,80-72,2.0,14.0,Gallen,Cobb,,2.65,N,26093.0,2.0,4,,35.0,10.0,310.2508321,0.0,,16.6,0.037037037037037,ARI,3
"Wednesday, Sep 20",ARI,Home,SFG,W,7.0,1.0,9.0,81-72,2.0,13.0,Kelly,Webb,,2.5,D,16848.0,1.94,5,,35.6,9.0,300.2508321,0.0,,14.8,0.037037037037037,ARI,3
"Friday, Sep 22",ARI,@,NYY,L,1.0,7.0,9.0,81-73,2.0,13.5,Weaver,Pfaadt,Brito,2.35,N,39143.0,1.1,-1,,19.4,66.0,4.382333160000002,0.0,,5.4,0.1111111111111111,ARI,1
"Sunday, Sep 24",ARI,@,NYY,W,7.0,1.0,9.0,82-73,2.0,14.0,Gallen,Rodón,,3.033333333333333,D,39018.0,1.38,1,,17.2,90.0,324.38233316000003,0.0,,31.7,0.1111111111111111,ARI,1
"Monday, Sep 25",ARI,@,NYY,L,4.0,6.0,9.0,82-74,2.0,14.5,Hamilton,Ginkel,Holmes,3.0166666666666666,D,41096.0,1.28,-1,2023-09-23 (Rain),17.2,100.0,324.38233316000003,0.5,,22.3,0.2962962962962963,ARI,1
"Tuesday, Sep 26",ARI,@,CHW,W,15.0,4.0,9.0,83-74,2.0,14.0,Nelson,Ureña,,2.9166666666666665,N,14339.0,1.74,1,,20.6,81.0,302.93932770000004,0.9,,13.0,0.2962962962962963,ARI,1
"Wednesday, Sep 27",ARI,@,CHW,W,3.0,0.0,9.0,84-74,2.0,14.0,Pfaadt,Patiño,Sewald,2.466666666666667,D,14790.0,1.09,2,,20.0,78.0,332.93932770000004,0.0,,13.0,0.1111111111111111,ARI,1
"Thursday, Sep 28",ARI,@,CHW,L,1.0,3.0,9.0,84-75,2.0,14.0,Banks,Jarvis,Shaw,2.2666666666666666,D,23522.0,0.25,-1,2023-09-25 (Postponed),18.9,78.0,332.93932770000004,0.0,,14.8,0.1111111111111111,ARI,1
"Friday, Sep 29",ARI,Home,HOU,L,1.0,2.0,9.0,84-76,2.0,15.0,Urquidy,Gallen,Pressly,2.5,N,36133.0,0.18,-2,,36.1,12.0,260.2508321,0.0,,9.4,0.074074074074074,ARI,3
"Saturday, Sep 30",ARI,Home,HOU,L,0.0,1.0,9.0,84-77,2.0,15.0,Verlander,Kelly,Abreu,2.85,N,36789.0,0.56,-3,,35.6,7.0,310.2508321,0.0,,13.0,0.037037037037037,ARI,3
"Sunday, Oct 1",ARI,Home,HOU,L,1.0,8.0,9.0,84-78,2.0,16.0,Javier,Nelson,,2.6666666666666665,D,30703.0,0.12,-4,,30.6,17.0,220.25083210000005,0.0,,24.1,0.074074074074074,ARI,3
"Thursday, Mar 30",ATL,@,WSN,W,7.0,2.0,9.0,1-0,1.0,Tied,Luetge,Corbin,,3.1166666666666667,D,35756.0,0.99,1,,10.6,50.0,171.05180647,0.0,,11.2,0.074074074074074,ATL,0
"Saturday, Apr 1",ATL,@,WSN,W,7.0,1.0,9.0,2-0,1.0,up 0.5,Strider,Gray,,2.35,D,27529.0,1.08,2,,15.6,72.0,181.05180647,0.0,,20.5,0.1481481481481481,ATL,0
"Sunday, Apr 2",ATL,@,WSN,L,1.0,4.0,9.0,2-1,2.0,0.5,Gore,Shuster,Finnegan,2.283333333333333,D,21440.0,1.09,-1,,10.0,44.0,281.05180647,0.0,,48.2,0.1111111111111111,ATL,0
"Monday, Apr 3",ATL,@,STL,W,8.0,4.0,9.0,3-1,1.0,up 0.5,Morton,Woodford,,2.7666666666666666,N,37689.0,1.0,1,,15.0,53.0,97.30370856,0.0,,13.0,0.037037037037037,ATL,0
"Tuesday, Apr 4",ATL,@,STL,W,4.0,1.0,9.0,4-1,1.0,up 1.5,Dodd,Matz,Minter,2.333333333333333,N,36501.0,1.06,2,,19.4,73.0,117.30370856,0.0,,7.6,0.074074074074074,ATL,1
"Wednesday, Apr 5",ATL,@,STL,W,5.0,2.0,9.0,5-1,1.0,up 2.5,Elder,Mikolas,Chavez,2.45,D,36300.0,1.09,3,,23.3,76.0,97.30370856,0.0,,16.6,0.1111111111111111,ATL,2
"Thursday, Apr 6",ATL,Home,SDP,W-wo,7.0,6.0,9.0,6-1,1.0,up 3.0,Minter,Crismatt,,3.2333333333333334,N,42803.0,1.13,4,,22.2,76.0,202.35313,0.0,,0.0,0.1111111111111111,ATL,2
"Friday, Apr 7",ATL,Home,SDP,L,4.0,5.0,9.0,6-2,1.0,up 2.0,Honeywell,Tonkin,Hader,3.0166666666666666,N,41963.0,1.17,-1,,21.7,79.0,202.35313,0.0,,0.0,0.1111111111111111,ATL,2
"Saturday, Apr 8",ATL,Home,SDP,L,1.0,4.0,9.0,6-3,1.0,up 1.0,Wacha,Morton,Hader,2.9166666666666665,N,40154.0,1.14,-2,,12.8,72.0,272.35313,0.0,,20.5,0.1111111111111111,ATL,0
"Sunday, Apr 9",ATL,Home,SDP,L,2.0,10.0,9.0,6-4,1.0,up 1.0,Lugo,Dodd,,2.833333333333333,N,40138.0,1.11,-3,,6.7,93.0,242.35313,0.0,,18.4,0.1111111111111111,ATL,0
"Monday, Apr 10",ATL,Home,CIN,W-wo,5.0,4.0,10.0,7-4,1.0,up 1.0,Lee,Law,,2.783333333333333,N,30237.0,1.07,1,,11.1,52.0,272.35313,0.0,,5.4,0.037037037037037,ATL,0
"Tuesday, Apr 11",ATL,Home,CIN,W,7.0,6.0,9.0,8-4,1.0,up 2.0,Tonkin,Cessa,Anderson,2.7333333333333334,N,33559.0,1.12,2,,10.0,61.0,202.35313,0.0,,0.0,0.037037037037037,ATL,2
"Wednesday, Apr 12",ATL,Home,CIN,W,5.0,4.0,9.0,9-4,1.0,up 2.0,Yates,Farmer,Minter,2.533333333333333,N,30648.0,1.12,3,,10.0,68.0,202.35313,0.0,,0.0,0.037037037037037,ATL,2
"Friday, Apr 14",ATL,@,KCR,W,10.0,3.0,9.0,10-4,1.0,up 2.0,Morton,Singer,,2.3666666666666667,N,20186.0,1.08,4,,22.2,41.0,123.28981806,0.0,,16.6,0.1111111111111111,ATL,2
"Saturday, Apr 15",ATL,@,KCR,W,9.0,3.0,9.0,11-4,1.0,up 2.0,Elder,Bubic,,2.8,D,17644.0,1.16,5,,23.3,40.0,213.28981806,0.0,,13.0,0.1111111111111111,ATL,2
"Sunday, Apr 16",ATL,@,KCR,W,5.0,4.0,9.0,12-4,1.0,up 2.0,Anderson,Barlow,Minter,2.35,D,22040.0,1.15,6,,6.1,76.0,253.28981806,0.0,,20.5,0.1111111111111111,ATL,0
"Monday, Apr 17",ATL,@,SDP,W,2.0,0.0,9.0,13-4,1.0,up 2.0,Fried,Weathers,Minter,2.3666666666666667,N,31846.0,1.21,7,,14.4,78.0,300.2625247,0.0,,9.4,0.1111111111111111,ATL,0
"Tuesday, Apr 18",ATL,@,SDP,W,8.0,1.0,9.0,14-4,1.0,up 3.0,Strider,Snell,,2.533333333333333,N,42693.0,1.21,8,,15.0,69.0,280.2625247,0.0,,11.2,0.1111111111111111,ATL,0
"Wednesday, Apr 19",ATL,@,SDP,L,0.0,1.0,9.0,14-5,1.0,up 2.0,Martinez,Morton,Hader,2.216666666666667,D,29581.0,1.22,-1,,15.0,72.0,290.2625247,0.0,,11.2,0.1111111111111111,ATL,0
"Friday, Apr 21",ATL,Home,HOU,L,4.0,6.0,9.0,14-6,1.0,up 0.5,Neris,Minter,Pressly,2.833333333333333,N,41397.0,1.15,-2,,22.2,44.0,352.35313,0.0,,9.4,0.037037037037037,ATL,2
"Saturday, Apr 22",ATL,Home,HOU,L,3.0,6.0,9.0,14-7,1.0,up 0.5,Valdez,Wright,Abreu,2.3666666666666667,N,42399.0,1.16,-3,,22.2,49.0,2.353129999999993,0.0,,7.6,0.1111111111111111,ATL,2
"Sunday, Apr 23",ATL,Home,HOU,L,2.0,5.0,9.0,14-8,1.0,up 0.5,Neris,Minter,Abreu,2.8666666666666667,D,41530.0,1.11,-4,,13.3,49.0,202.35313,0.0,,0.0,0.037037037037037,ATL,0
"Monday, Apr 24",ATL,Home,MIA,W,11.0,0.0,9.0,15-8,1.0,up 1.0,Strider,Cabrera,,2.35,N,28241.0,1.24,1,,15.0,53.0,182.35313,0.0,,5.4,0.1111111111111111,ATL,0
"Tuesday, Apr 25",ATL,Home,MIA,W,7.0,4.0,9.0,16-8,1.0,up 2.0,Morton,Hoeing,,2.533333333333333,N,34059.0,1.27,2,,9.4,63.0,152.35313,0.0,,5.4,0.037037037037037,ATL,0
"Wednesday, Apr 26",ATL,Home,MIA,W,6.0,4.0,9.0,17-8,1.0,up 3.0,Tonkin,Floro,Minter,2.466666666666667,N,30282.0,1.29,3,,17.2,54.0,282.35313,0.0,,14.8,0.1111111111111111,ATL,1
"Thursday, Apr 27",ATL,Home,MIA,L,4.0,5.0,9.0,17-9,1.0,up 2.0,Puk,Minter,Floro,2.5666666666666664,D,32196.0,1.31,-1,,13.3,90.0,242.35313,0.0,,13.0,0.1111111111111111,ATL,0
"Friday, Apr 28",ATL,@,NYM,W,4.0,0.0,5.0,18-9,1.0,up 3.0,Fried,Peterson,,1.3833333333333333,N,29240.0,1.39,1,,11.1,77.0,126.00885818,0.0,,9.4,0.1111111111111111,ATL,0
"Tuesday, May 2",ATL,@,MIA,W,6.0,0.0,9.0,20-10,1.0,up 3.5,Elder,Alcántara,,2.6666666666666665,N,8626.0,1.32,1,,25.0,69.0,121.8678115,0.0,,16.6,0.074074074074074,ATL,3
"Wednesday, May 3",ATL,@,MIA,W,14.0,6.0,9.0,21-10,1.0,up 5.0,McHugh,Garrett,,2.6166666666666667,N,10428.0,1.35,2,,25.0,69.0,131.8678115,0.0,,16.6,0.074074074074074,ATL,3
"Thursday, May 4",ATL,@,MIA,W,6.0,3.0,9.0,22-10,1.0,up 6.0,Dodd,Luzardo,Minter,2.6,D,8295.0,1.32,3,,25.0,66.0,151.8678115,0.0,,11.2,0.074074074074074,ATL,3
"Friday, May 5",ATL,Home,BAL,L,4.0,9.0,9.0,22-11,1.0,up 5.0,Kremer,Fried,,2.75,N,40176.0,1.2,-1,,13.9,69.0,202.35313,0.0,,0.0,0.1111111111111111,ATL,0
"Saturday, May 6",ATL,Home,BAL,W,5.0,4.0,9.0,23-11,1.0,up 6.0,Minter,Coulombe,Iglesias,2.8666666666666667,N,41454.0,1.23,1,,15.0,90.0,272.35313,0.0,,7.6,0.1111111111111111,ATL,0
"Sunday, May 7",ATL,Home,BAL,W-wo,3.0,2.0,12.0,24-11,1.0,up 7.0,Tonkin,Pérez,,3.4833333333333334,D,40800.0,1.14,2,,17.2,87.0,202.35313,0.0,,0.0,0.074074074074074,ATL,1
"Tuesday, May 9",ATL,Home,BOS,W,9.0,3.0,9.0,25-11,1.0,up 7.5,Morton,Pivetta,,2.7,N,36805.0,1.16,3,,22.2,91.0,52.35312999999999,0.0,,5.4,0.1111111111111111,ATL,2
"Wednesday, May 10",ATL,Home,BOS,L,2.0,5.0,9.0,25-12,1.0,up 6.5,Bello,Minter,Jansen,2.716666666666667,N,40270.0,1.14,-1,,20.6,93.0,202.35313,0.0,,0.0,0.037037037037037,ATL,2
"Friday, May 12",ATL,@,TOR,L,0.0,3.0,9.0,25-13,1.0,up 6.0,Bassitt,Strider,,2.2,N,35047.0,1.16,-2,,20.7,41.0,336.9095893,0.0,,13.3,0.037037037037037,ATL,2
"Saturday, May 13",ATL,@,TOR,L,2.0,5.0,9.0,25-14,1.0,up 5.0,Swanson,Minter,Romano,2.833333333333333,D,41341.0,1.18,-3,,21.5,40.0,357.9095893,0.0,,14.4,0.1111111111111111,ATL,2
"Sunday, May 14",ATL,@,TOR,L-wo,5.0,6.0,9.0,25-15,1.0,up 5.0,Pearson,Iglesias,,3.066666666666667,D,40895.0,1.24,-4,,16.6,34.0,22.909589299999997,0.0,,25.6,0.1111111111111111,ATL,0
"Monday, May 15",ATL,@,TEX,W,12.0,0.0,9.0,26-15,1.0,up 6.0,Morton,Bradford,,2.5166666666666666,N,26791.0,1.25,1,,22.2,82.0,307.19716629,0.0,,7.6,0.2962962962962963,ATL,2
"Tuesday, May 16",ATL,@,TEX,L,4.0,7.0,9.0,26-16,1.0,up 5.0,Dunning,Shuster,Smith,2.25,N,23246.0,1.2,-1,,23.3,71.0,217.19716629,0.0,,16.6,0.1111111111111111,ATL,2
"Wednesday, May 17",ATL,@,TEX,W,6.0,5.0,9.0,27-16,1.0,up 5.0,Anderson,Burke,Iglesias,2.4833333333333334,N,30035.0,1.27,1,,20.0,76.0,7.197166289999998,0.0,,11.2,0.1111111111111111,ATL,1
"Friday, May 19",ATL,Home,SEA,W,6.0,2.0,9.0,28-16,1.0,up 5.5,McHugh,Miller,,2.4833333333333334,N,40412.0,1.19,2,,18.9,78.0,292.35313,0.0,,14.8,0.1111111111111111,ATL,1
"Saturday, May 20",ATL,Home,SEA,L,3.0,7.0,9.0,28-17,1.0,up 4.5,Gilbert,Tonkin,,2.7666666666666666,N,40250.0,1.19,-1,,18.3,90.0,202.35313,0.0,,0.0,0.037037037037037,ATL,1
"Sunday, May 21",ATL,Home,SEA,W,3.0,2.0,9.0,29-17,1.0,up 5.0,Shuster,Kirby,Iglesias,2.083333333333333,D,40213.0,1.27,1,,22.2,91.0,162.35313,0.0,,9.4,0.3333333333333333,ATL,2
"Monday, May 22",ATL,Home,LAD,L,6.0,8.0,9.0,29-18,1.0,up 4.5,Phillips,Morton,Graterol,2.9,N,40205.0,1.31,-1,,22.8,79.0,302.35313,0.0,,9.4,0.1111111111111111,ATL,2
"Tuesday, May 23",ATL,Home,LAD,L,1.0,8.0,9.0,29-19,1.0,up 4.5,Miller,Strider,,2.8,N,36731.0,1.33,-2,,17.2,93.0,262.35313,0.0,,7.6,0.2962962962962963,ATL,1
"Wednesday, May 24",ATL,Home,LAD,W-wo,4.0,3.0,9.0,30-19,1.0,up 5.5,Iglesias,Bickford,,2.7,N,37838.0,1.38,1,,18.9,65.0,222.35313,0.0,,7.6,0.1111111111111111,ATL,1
"Thursday, May 25",ATL,Home,PHI,W,8.0,5.0,9.0,31-19,1.0,up 5.5,Anderson,Soto,Iglesias,2.7333333333333334,N,43216.0,1.43,2,,21.1,61.0,202.35313,0.0,,0.0,0.1111111111111111,ATL,2
"Friday, May 26",ATL,Home,PHI,L,4.0,6.0,9.0,31-20,1.0,up 4.5,Walker,Jiménez,Kimbrel,2.9166666666666665,N,40533.0,1.37,-1,,23.3,41.0,302.35313,0.0,,13.0,0.037037037037037,ATL,2
"Saturday, May 27",ATL,Home,PHI,L,1.0,2.0,9.0,31-21,1.0,up 4.5,Wheeler,Morton,Kimbrel,2.4,D,42665.0,1.37,-2,,21.7,51.0,292.35313,0.0,,22.3,0.037037037037037,ATL,2
"Sunday, May 28",ATL,Home,PHI,W,11.0,4.0,9.0,32-21,1.0,up 4.5,Strider,Covey,,2.8666666666666667,N,43109.0,1.48,1,,16.7,65.0,262.35313,0.0,,20.5,0.037037037037037,ATL,0
"Monday, May 29",ATL,@,OAK,L,2.0,7.0,9.0,32-22,1.0,up 4.0,Erceg,Soroka,,2.5166666666666666,N,8556.0,1.25,-1,,13.3,77.0,225.48883674,0.0,,18.4,0.1111111111111111,ATL,0
"Tuesday, May 30",ATL,@,OAK,L-wo,1.0,2.0,9.0,32-23,1.0,up 4.0,Fujinami,Iglesias,,2.3166666666666664,N,5116.0,1.28,-2,,15.0,69.0,235.48883674,0.0,,22.3,0.1111111111111111,ATL,0
"Wednesday, May 31",ATL,@,OAK,W,4.0,2.0,9.0,33-23,1.0,up 4.0,Shuster,Kaprielian,Iglesias,2.3166666666666664,D,6429.0,1.31,1,,16.1,67.0,215.48883674,0.0,,29.5,0.074074074074074,ATL,0
"Friday, Jun 2",ATL,@,ARI,L,2.0,3.0,9.0,33-24,1.0,up 3.5,Kelly,Morton,Castro,2.183333333333333,N,27469.0,1.38,-1,,31.1,13.0,40.250832100000025,0.0,,7.6,0.074074074074074,ATL,3
"Saturday, Jun 3",ATL,@,ARI,W,5.0,2.0,9.0,34-24,1.0,up 3.5,Strider,Nelson,Iglesias,2.7333333333333334,N,36529.0,1.41,1,,31.7,13.0,250.25083210000005,0.0,,9.4,0.074074074074074,ATL,3
"Sunday, Jun 4",ATL,@,ARI,W,8.0,5.0,9.0,35-24,1.0,up 3.5,Minter,Castro,Iglesias,3.216666666666667,D,32401.0,1.39,2,,35.0,12.0,250.25083210000005,0.0,,13.0,0.074074074074074,ATL,3
"Tuesday, Jun 6",ATL,Home,NYM,W,6.0,4.0,9.0,36-24,1.0,up 3.0,Elder,Smith,Iglesias,2.6333333333333333,N,37365.0,1.46,3,,22.2,84.0,32.35312999999999,0.0,,7.6,0.1111111111111111,ATL,2
"Wednesday, Jun 7",ATL,Home,NYM,W,7.0,5.0,9.0,37-24,1.0,up 3.0,Anderson,Raley,Minter,2.9,N,40178.0,1.36,4,,20.6,96.0,202.35313,0.0,,5.4,0.037037037037037,ATL,2
"Thursday, Jun 8",ATL,Home,NYM,W-wo,13.0,10.0,10.0,38-24,1.0,up 3.5,Iglesias,Hunter,,3.55,N,39347.0,1.36,5,,23.3,62.0,202.35313,0.0,,0.0,0.1111111111111111,ATL,2
"Friday, Jun 9",ATL,Home,WSN,W,3.0,2.0,9.0,39-24,1.0,up 4.5,Yates,Finnegan,Iglesias,2.7666666666666666,N,40297.0,1.25,6,,20.0,57.0,202.35313,0.0,,0.0,0.1111111111111111,ATL,1
"Saturday, Jun 10",ATL,Home,WSN,W,6.0,4.0,9.0,40-24,1.0,up 4.5,Shuster,Gore,Minter,2.3666666666666667,D,40799.0,1.17,7,,17.8,70.0,202.35313,0.0,,0.0,0.037037037037037,ATL,1
"Sunday, Jun 11",ATL,Home,WSN,L,2.0,6.0,9.0,40-25,1.0,up 3.5,Williams,Elder,,2.3833333333333333,D,36744.0,1.15,-1,,21.7,66.0,202.35313,0.0,,0.0,0.037037037037037,ATL,2
"Monday, Jun 12",ATL,@,DET,L-wo,5.0,6.0,10.0,40-26,1.0,up 3.5,Lange,Jiménez,,3.1166666666666667,N,18742.0,1.16,-2,,14.2,96.0,218.7729507,1.8,,26.0,0.3333333333333333,ATL,0
"Thursday, Jun 15",ATL,Home,COL,W,8.0,3.0,9.0,43-26,1.0,up 5.0,Smith-Shawver,Freeland,Tonkin,2.55,N,38555.0,1.18,3,,21.1,93.0,32.35312999999999,0.0,,9.4,0.074074074074074,ATL,2
"Friday, Jun 16",ATL,Home,COL,W,8.0,1.0,9.0,44-26,1.0,up 5.0,Shuster,Lamet,,2.2333333333333334,N,41214.0,1.15,4,,23.3,85.0,62.35312999999999,0.0,,5.4,0.1111111111111111,ATL,2
